timestamp,step,epoch,loss,eval_loss,learning_rate,gpu_memory_gb,train_samples_per_second
1750456181.237821,,1.55,1.1285,,9.739111450714989e-05,23.075239424,
1750456303.8534284,,1.57,1.166,,9.629953061892806e-05,23.075239424,
1750456419.6947734,,1.59,1.1475,,9.520794673070625e-05,23.075239424,
1750456535.9858356,,1.6,1.1174,,9.411636284248446e-05,23.075239424,
1750456654.337346,,1.62,1.1349,,9.302477895426263e-05,23.075239424,
1750456799.8143814,,1.62,,1.2968400716781616,,23.075239424,
1750456960.6649773,,1.64,1.135,,9.193319506604084e-05,23.075239424,
1750457080.6605954,,1.65,1.132,,9.084161117781901e-05,23.075239424,
1750457194.6016276,,1.67,1.1377,,8.97500272895972e-05,23.075239424,
1750457308.1547015,,1.68,1.1593,,8.865844340137541e-05,23.075239424,
1750457430.6036294,,1.7,1.1622,,8.756685951315358e-05,23.075239424,
1750457554.5271075,,1.72,1.1453,,8.647527562493179e-05,23.075239424,
1750457669.6233764,,1.73,1.1604,,8.538369173670996e-05,23.075239424,
1750457789.4529028,,1.75,1.1514,,8.429210784848815e-05,23.075239424,
1750457910.1126416,,1.77,1.1376,,8.320052396026636e-05,23.075239424,
1750458027.3957183,,1.78,1.1304,,8.210894007204453e-05,23.075239424,
1750458174.5664423,,1.78,,1.2977577447891235,,23.075239424,
1750458335.2974346,,1.8,1.1204,,8.101735618382274e-05,23.075239424,
1750458447.8215747,,1.81,1.1257,,7.992577229560092e-05,23.075239424,
1750458562.9373195,,1.83,1.1395,,7.88341884073791e-05,23.075239424,
1750458678.7884607,,1.85,1.1612,,7.774260451915731e-05,23.075239424,
1750458792.5082095,,1.86,1.1473,,7.665102063093549e-05,23.075239424,
1750458909.5921245,,1.88,1.1563,,7.555943674271369e-05,23.075239424,
1750459031.9428985,,1.89,1.1574,,7.446785285449187e-05,23.075239424,
1750459147.0848043,,1.91,1.1476,,7.337626896627006e-05,23.075239424,
1750459265.9392135,,1.93,1.1534,,7.228468507804825e-05,23.075239424,
1750459379.3776813,,1.94,1.1537,,7.119310118982644e-05,23.075239424,
1750459528.0457132,,1.94,,1.2965539693832397,,23.075239424,
1750459691.65243,,1.96,1.1526,,7.010151730160464e-05,23.075239424,
1750459806.6468792,,1.98,1.1121,,6.900993341338282e-05,23.075239424,
1750459917.9080093,,1.99,1.1515,,6.791834952516101e-05,23.075239424,
1750460034.4994073,,2.01,1.06,,6.68267656369392e-05,23.075239424,
1750460154.853188,,2.02,0.9574,,6.573518174871739e-05,23.075239424,
1750460269.069516,,2.04,0.9909,,6.464359786049559e-05,23.075239424,
1750460387.1934707,,2.06,0.9587,,6.355201397227377e-05,23.075239424,
1750460503.186393,,2.07,0.9754,,6.246043008405196e-05,23.075239424,
1750460618.9447777,,2.09,0.9545,,6.136884619583015e-05,23.075239424,
1750460738.906898,,2.11,0.9587,,6.027726230760834e-05,23.075239424,
1750460885.216842,,2.11,,1.3595287799835205,,23.075239424,
1750461044.861838,,2.12,0.9443,,5.9185678419386535e-05,23.075239424,
1750461157.542991,,2.14,0.9893,,5.809409453116472e-05,23.075239424,
1750461272.3328705,,2.15,0.9681,,5.700251064294291e-05,23.075239424,
1750461389.4984052,,2.17,0.9782,,5.5910926754721106e-05,23.075239424,
1750461507.4408965,,2.19,0.9624,,5.481934286649929e-05,23.075239424,
1750461621.2772222,,2.2,1.0085,,5.3727758978277486e-05,23.075239424,
1750461737.2494628,,2.22,0.9643,,5.263617509005567e-05,23.075239424,
1750461850.9476984,,2.23,0.9654,,5.154459120183386e-05,23.075239424,
1750461972.2278464,,2.25,0.9517,,5.045300731361206e-05,23.075239424,
1750462088.889881,,2.27,0.9911,,4.936142342539025e-05,23.075239424,
1750462236.7525208,,2.27,,1.3727391958236694,,23.075239424,
1750462395.3368578,,2.28,0.964,,4.826983953716843e-05,23.075239424,
1750462508.0005233,,2.3,0.9522,,4.717825564894662e-05,23.075239424,
1750462624.7807517,,2.32,0.9766,,4.608667176072482e-05,23.075239424,
1750462737.7766392,,2.33,0.9661,,4.499508787250301e-05,23.075239424,
1750462859.0478127,,2.35,0.9823,,4.39035039842812e-05,23.075239424,
1750462976.4846203,,2.36,0.9545,,4.281192009605938e-05,23.075239424,
1750463085.8113668,,2.38,0.9601,,4.172033620783757e-05,23.075239424,
1750463203.186595,,2.4,0.978,,4.062875231961576e-05,23.075239424,
1750463322.4616435,,2.41,0.9606,,3.953716843139396e-05,23.075239424,
1750463434.4452958,,2.43,0.9507,,3.844558454317215e-05,23.075239424,
1750463580.7228096,,2.43,,1.3710323572158813,,23.075239424,
1750463740.5428302,,2.45,0.9502,,3.735400065495033e-05,23.075239424,
1750463860.7280264,,2.46,0.9406,,3.626241676672852e-05,23.075239424,
1750463980.857516,,2.48,0.9665,,3.517083287850671e-05,23.075239424,
1750464095.706999,,2.49,0.9556,,3.407924899028491e-05,23.075239424,
1750464217.694426,,2.51,0.9664,,3.29876651020631e-05,23.075239424,
1750464327.5700912,,2.53,0.9525,,3.189608121384128e-05,23.075239424,
1750464443.520476,,2.54,0.955,,3.080449732561947e-05,23.075239424,
1750464557.1667347,,2.56,0.9585,,2.9712913437397667e-05,23.075239424,
1750464673.9349308,,2.57,0.9668,,2.8621329549175857e-05,23.075239424,
1750464790.0566506,,2.59,0.9591,,2.7529745660954047e-05,23.075239424,
1750464937.9038396,,2.59,,1.3703640699386597,,23.075239424,
1750465099.6038089,,2.61,0.961,,2.6438161772732234e-05,23.075239424,
1750465218.509675,,2.62,0.9676,,2.5346577884510424e-05,23.075239424,
1750465337.1563773,,2.64,0.9679,,2.4254993996288618e-05,23.076093952,
1750465449.8015337,,2.66,0.9563,,2.3163410108066804e-05,23.076093952,
1750465567.3485367,,2.67,0.9679,,2.2071826219844995e-05,23.076093952,
1750465686.2205544,,2.69,0.944,,2.0980242331623188e-05,23.076093952,
1750465798.2651062,,2.7,0.9416,,1.9888658443401375e-05,23.076093952,
1750465914.7210047,,2.72,0.9659,,1.8797074555179565e-05,23.076093952,
1750466033.1060078,,2.74,0.9344,,1.7705490666957755e-05,23.076093952,
1750466152.6466036,,2.75,0.971,,1.6613906778735946e-05,23.076093952,
1750466298.7861354,,2.75,,1.3691694736480713,,23.076093952,
1750466458.0118124,,2.77,0.9599,,1.552232289051414e-05,23.076093952,
1750466575.128952,,2.79,0.9672,,1.4430739002292326e-05,23.076093952,
1750466691.0758593,,2.8,0.9449,,1.3339155114070518e-05,23.076093952,
1750466809.6454523,,2.82,0.9779,,1.2247571225848708e-05,23.076093952,
1750466921.3922946,,2.83,0.9768,,1.1155987337626896e-05,23.076093952,
1750467037.423448,,2.85,0.9461,,1.0064403449405087e-05,23.076093952,
1750467152.601308,,2.87,0.9573,,8.972819561183278e-06,23.076093952,
1750467270.6355438,,2.88,0.973,,7.881235672961469e-06,23.076093952,
1750467384.807117,,2.9,0.9584,,6.789651784739658e-06,23.076093952,
1750467505.7301316,,2.91,0.9458,,5.698067896517847e-06,23.076093952,
1750467654.227888,,2.91,,1.3720729351043701,,23.076093952,
1750467813.5909183,,2.93,0.9575,,4.606484008296038e-06,23.076093952,
1750467929.709593,,2.95,0.9562,,3.5149001200742276e-06,23.076093952,
1750468048.602541,,2.96,0.9781,,2.423316231852418e-06,23.076093952,
1750468167.820595,,2.98,0.9481,,1.3317323436306082e-06,23.076093952,
1750468286.9074216,,3.0,0.9512,,2.401484554087982e-07,23.076093952,
1750468312.229859,,3.0,,,,23.076093952,5.933
